"id","sex","gpa","Alcoholuse","alcatt","dadjob","momjob","dadclose","momclose","larceny","vandalism"
1254,2,2,4,3,1,2,2,3,2,3
1255,1,3,3,1,2,1,2,1,2,2
1256,2,3,4,3,1,1,3,3,2,2
1257,2,2,2,2,1,2,4,3,3,4
1258,2,2,5,4,1,2,2,3,2,2
1259,1,2,4,3,1,1,2,3,2,2
1260,2,2,3,3,1,2,3,4,3,4
1261,2,2,4,2,1,1,2,2,2,2
1262,2,3,1,1,1,1,3,4,4,4
1263,2,3,3,2,1,1,2,4,3,3
1264,2,3,4,3,1,2,4,1,2,2
1265,1,4,2,1,1,2,2,3,3,3
1266,2,3,5,3,1,2,2,1,2,1
1267,2,3,5,3,1,2,2,2,2,2
1268,2,1,2,2,1,2,4,3,3,4
1269,1,3,5,4,1,2,1,3,2,2
1270,2,3,3,2,1,2,4,2,2,3
1271,1,4,3,2,1,1,3,2,2,2
1272,2,3,3,2,1,1,3,3,3,3
1273,2,2,3,1,1,2,2,2,2,2
1274,2,3,4,3,1,1,3,3,2,2
1275,2,1,5,4,1,2,4,2,2,2
1276,2,2,2,1,1,2,2,4,3,4
1277,2,2,3,2,1,1,2,3,3,3
1278,2,2,3,2,1,2,3,3,3,3
1279,2,2,3,1,1,2,2,1,2,2
1280,2,3,3,3,1,2,3,4,3,3
1281,2,2,3,2,1,1,3,3,3,3
1282,1,3,3,2,1,2,1,3,3,3
1283,1,4,3,2,1,2,3,3,3,3
1284,1,2,4,3,2,2,2,2,2,2
1285,2,4,2,1,1,2,3,3,3,4
1286,1,4,3,2,2,2,2,3,3,3
1287,1,2,4,4,1,1,3,3,3,3
1288,1,2,3,1,1,2,1,3,3,3
1289,2,2,3,2,1,2,4,3,3,3
1290,1,3,4,3,1,2,3,3,3,3
1291,1,1,4,2,2,2,2,1,2,2
1292,1,2,3,1,2,2,3,2,3,3
1293,2,1,5,4,2,2,3,2,2,2
1294,2,2,3,2,1,2,3,2,2,3
1295,2,1,4,2,1,2,2,1,2,2
1296,2,3,4,2,2,2,2,1,2,2
1297,1,2,4,2,1,2,1,2,2,2
1298,2,3,2,1,1,2,2,4,3,4
1299,2,3,3,3,1,2,3,4,3,3
1300,2,3,2,1,1,1,2,4,3,3
1301,1,1,1,1,1,2,4,4,4,4
1302,2,3,3,2,1,2,2,3,3,3
1303,1,2,3,2,1,1,3,3,3,3
1304,1,2,4,3,1,1,4,2,2,2
1305,2,3,5,4,1,2,3,3,2,2
1306,2,2,4,3,1,2,3,2,2,2
1307,2,3,5,4,1,2,4,3,2,2
1308,1,2,2,2,1,2,4,3,3,3
1309,2,2,5,4,1,2,2,3,2,2
1310,2,3,5,3,2,2,2,1,2,1
1311,2,3,3,2,1,1,4,3,3,3
1312,2,2,3,2,1,2,3,4,3,3
1313,2,2,4,2,1,1,1,2,2,2
1314,1,2,4,2,1,2,1,3,2,2
1315,1,3,5,3,1,2,1,1,1,1
1316,2,1,3,1,1,1,1,2,2,2
1317,2,2,4,3,1,2,2,2,2,2
1318,2,2,3,1,1,2,3,2,3,3
1319,2,4,3,2,1,1,2,3,3,3
1320,1,3,5,3,1,2,2,1,2,1
1321,1,3,3,1,1,2,1,2,2,2
1322,2,4,3,2,1,1,4,3,3,3
1323,2,2,4,2,1,2,2,2,2,2
1324,2,3,3,2,1,2,3,3,3,3
1325,1,2,3,2,1,1,2,4,3,3
1326,2,4,3,3,1,1,2,4,3,3
1327,1,2,5,4,1,2,3,3,2,2
1328,1,2,4,4,1,2,3,3,2,3
1329,1,4,4,3,1,1,3,3,2,2
1330,1,3,1,1,1,2,4,4,4,4
1331,1,4,4,2,1,1,2,2,2,2
1332,2,2,3,2,2,2,4,2,3,3
1333,1,3,5,3,1,2,1,2,2,1
1334,1,3,4,2,1,2,2,1,2,2
1335,1,4,3,2,1,2,3,3,3,3
1336,1,4,4,3,1,2,2,2,2,2
1337,2,1,6,4,2,2,2,1,1,1
1338,2,1,5,4,1,1,2,3,2,2
1339,1,4,4,3,2,1,2,2,2,2
1340,1,3,3,2,2,1,2,3,3,3
1341,2,3,4,4,2,2,4,3,3,3
1342,2,2,5,4,1,2,2,2,2,2
1343,2,3,2,1,1,2,3,3,3,3
1344,2,2,4,3,1,2,2,2,2,2
1345,1,3,3,3,1,2,2,4,3,3
1346,2,3,3,2,1,1,1,4,3,3
1347,1,2,3,2,1,1,2,4,3,3
1348,1,2,5,3,1,1,2,1,1,1
1349,1,3,3,2,1,1,2,3,2,2
1350,1,2,4,3,1,1,3,2,2,2
1351,2,3,2,1,1,2,2,3,3,3
1352,2,3,5,4,1,2,3,3,2,2
1353,1,2,3,2,1,1,3,2,3,2
1354,2,3,3,2,1,2,2,3,3,3
1355,2,3,3,2,1,2,3,2,3,3
1356,2,2,3,2,1,2,2,3,3,3
1357,1,4,3,2,1,1,3,3,3,3
1358,2,2,4,2,1,2,1,2,2,2
1359,1,3,2,1,1,2,3,3,3,4
1360,2,3,5,3,1,1,1,1,1,1
1361,2,3,3,2,1,2,2,3,3,3
1362,2,2,2,1,2,2,3,2,3,3
1363,1,1,5,3,1,2,2,1,2,1
1364,1,3,4,2,1,2,3,1,2,2
1365,2,3,1,1,1,2,3,4,4,4
1366,1,4,6,4,1,2,2,2,1,1
1367,1,1,4,4,2,2,3,3,3,3
1368,1,2,3,3,1,2,3,4,3,3
1369,1,3,5,4,1,2,4,2,2,2
1370,2,3,4,2,1,2,1,3,2,2
1371,1,1,5,3,1,2,1,2,2,1
1372,2,2,5,3,1,1,2,1,1,1
1373,2,2,3,2,1,2,3,4,3,4
1374,2,3,2,1,1,2,4,3,3,4
1375,1,3,2,1,1,2,4,2,3,3
1376,2,3,3,1,1,1,3,2,2,3
1377,2,2,5,2,1,2,1,1,1,1
1378,2,2,5,4,1,2,2,2,2,2
1379,1,2,3,3,1,2,3,4,3,3
1380,2,2,2,1,1,2,4,3,3,4
1381,2,1,5,3,2,1,2,2,2,2
1382,2,2,3,1,1,2,3,1,2,2
1383,2,2,2,1,2,1,2,4,3,3
1384,2,2,3,1,1,1,2,2,2,2
1385,2,3,4,3,1,2,3,2,2,2
1386,1,1,4,3,2,1,3,2,2,2
1387,2,1,2,2,1,2,3,4,3,4
1388,1,1,4,4,1,2,4,3,3,3
1389,2,2,4,3,1,2,4,2,2,2
1390,2,2,2,1,1,1,3,2,3,3
1391,1,1,4,4,1,2,3,4,3,3
1392,2,2,4,3,1,1,2,3,2,2
1393,2,3,4,2,1,2,2,1,2,2
1394,1,3,4,2,1,1,1,2,2,2
1395,1,1,5,3,1,2,1,2,2,2
1396,1,3,3,1,1,2,2,2,2,2
1397,2,2,3,2,1,2,2,3,3,3
1398,1,3,6,4,1,1,1,1,1,1
1399,2,3,4,2,1,1,2,2,2,2
1400,2,3,3,2,1,2,2,3,3,3
1401,2,3,3,1,1,2,1,2,2,2
1402,2,2,2,2,1,2,4,3,3,4
1403,2,2,3,2,1,1,4,2,2,3
1404,2,2,5,3,1,1,2,2,2,2
1405,2,4,3,1,1,2,2,2,3,3
1406,2,2,4,3,1,2,3,3,2,3
1407,1,2,4,4,1,2,3,4,3,3
1408,1,3,3,2,1,1,2,3,3,3
1409,1,4,4,3,1,1,3,2,2,2
1410,1,3,4,3,1,2,3,2,2,2
1411,1,3,4,2,1,2,3,1,2,2
1412,1,1,5,4,1,2,3,3,2,2
1413,2,2,4,4,1,2,3,4,3,3
1414,2,2,4,3,1,2,3,2,2,2
1415,1,4,3,2,1,1,4,2,3,3
1416,2,1,2,1,1,2,2,3,3,3
1417,2,3,4,3,1,2,3,2,2,2
1418,1,3,5,4,1,2,3,3,2,2
1419,1,3,5,3,1,2,2,2,2,2
1420,1,2,1,1,1,2,4,4,4,4
1421,2,3,3,2,1,2,3,2,3,3
1422,2,4,6,4,1,2,1,2,1,1
1423,2,3,4,3,1,2,4,2,2,2
1424,2,1,4,3,1,1,1,3,2,2
1425,1,3,5,4,1,1,2,2,2,2
1426,2,2,5,3,1,2,2,2,2,2
1427,2,3,3,2,2,2,3,3,3,3
1428,2,1,4,3,1,2,4,3,3,3
1429,1,2,3,2,1,2,3,3,3,3
1430,2,2,5,4,1,2,2,3,2,2
1431,1,3,4,3,1,2,3,3,3,3
1432,2,1,4,3,1,2,2,3,2,3
1433,1,2,5,4,1,1,2,3,2,2
1434,1,4,4,3,1,1,2,3,2,2
1435,2,2,3,2,1,2,3,3,3,3
1436,1,2,2,1,1,1,4,2,3,3
1437,2,3,5,3,1,2,2,1,1,1
1438,2,4,4,3,1,2,3,3,2,3
1439,2,4,3,2,1,1,2,3,3,3
1440,1,4,3,2,1,2,4,2,3,3
1441,1,3,3,2,1,1,1,3,3,2
1442,1,3,4,2,1,2,2,2,2,2
1443,1,3,3,1,1,1,2,2,2,2
1444,2,3,3,2,1,2,2,3,3,3
1445,2,3,4,3,1,2,2,3,2,3
1446,1,4,4,3,1,2,3,3,3,3
1447,2,3,5,4,1,1,2,3,2,2
1448,1,3,6,4,1,2,1,2,2,1
1449,2,2,3,2,2,2,2,3,3,3
1450,1,2,4,2,1,2,1,2,2,2
1451,1,2,4,3,1,2,3,2,2,2
1452,2,1,3,1,1,2,2,1,2,2
1453,2,3,5,3,1,2,2,1,2,1
1454,2,2,4,3,1,2,2,4,3,3
1455,2,3,5,3,1,1,2,1,2,1
1456,2,2,5,3,1,2,2,2,2,2
1457,2,2,3,1,1,2,1,2,2,3
1458,1,3,4,3,1,2,2,3,2,2
1459,1,4,2,1,1,2,4,3,3,4
1460,1,3,4,2,1,2,1,2,2,2
1461,2,4,4,2,1,2,2,1,2,2
1462,2,2,5,3,1,1,2,2,2,1
1463,2,2,4,3,1,2,4,2,2,2
1464,2,1,5,3,1,2,1,2,2,2
1465,2,3,4,3,1,1,2,3,2,2
1466,1,2,4,3,1,2,3,3,2,3
1467,1,1,4,2,1,2,3,2,2,2
1468,2,3,5,3,1,2,2,1,1,1
1469,1,3,3,2,1,2,3,3,3,3
1470,1,2,5,4,1,2,2,3,2,2
1471,1,4,5,4,1,2,1,2,2,2
1472,2,2,3,2,1,2,2,4,3,4
1473,2,1,2,1,1,1,2,3,3,3
1474,2,2,4,3,2,2,2,4,3,3
1475,1,3,5,4,2,2,2,2,2,2
1476,1,1,3,2,1,2,4,2,3,3
1477,2,3,4,4,2,2,2,4,3,3
1478,1,4,3,1,1,2,1,2,2,2
1479,2,2,3,1,2,2,2,2,2,3
1480,2,3,5,4,2,1,4,2,2,2
1481,2,2,2,1,2,2,2,3,3,3
1482,2,3,4,3,1,2,2,2,2,2
1483,1,2,3,2,1,2,2,4,3,3
1484,2,4,2,2,1,1,4,4,4,4
1485,2,1,4,3,1,2,3,2,2,2
1486,2,3,3,2,1,1,3,3,3,3
1487,1,3,2,1,1,1,3,2,3,3
1488,1,3,3,2,1,1,2,3,3,3
1489,1,2,4,2,1,2,1,2,2,2
1490,2,2,3,2,1,2,3,2,2,3
1491,2,2,4,3,1,2,3,3,3,3
1492,1,3,3,2,1,2,3,3,3,3
1493,2,1,3,3,1,1,3,4,3,3
1494,2,2,6,4,1,2,3,1,1,1
1495,2,3,5,3,1,2,2,2,2,2
1496,2,4,4,3,1,1,2,3,2,2
1497,2,2,3,2,2,2,3,2,3,3
1498,1,3,3,2,1,2,3,3,3,3
1499,2,2,4,3,1,2,3,2,2,2
1500,2,2,4,3,1,1,2,4,3,3
1501,2,3,3,3,1,1,3,4,3,3
1502,2,2,5,4,1,2,2,3,2,2
1503,2,2,3,2,1,1,3,3,3,3
1504,2,3,4,3,1,2,3,2,2,2
1505,2,2,2,1,1,2,2,3,3,3
1506,2,2,5,3,1,2,1,2,2,2
1507,2,4,4,3,1,2,4,2,2,2
1508,2,3,5,3,1,2,3,1,2,1
1509,1,2,2,1,2,2,4,1,3,3
1510,2,4,4,2,1,2,2,2,2,2
1511,2,4,5,3,1,2,1,2,2,2
1512,2,1,2,1,1,2,3,3,3,4
1513,1,3,3,2,1,2,3,2,2,3
1514,2,3,3,1,1,1,2,1,2,2
1515,1,2,5,3,1,2,3,1,2,1
1516,1,2,3,2,2,2,4,1,2,3
1517,2,4,4,4,1,2,4,3,3,3
1518,2,3,4,3,1,1,4,2,2,2
1519,1,4,3,2,1,2,1,3,3,3
1520,1,2,5,4,1,1,1,3,2,2
1521,2,3,2,2,2,2,3,4,3,4
1522,1,1,5,3,1,2,2,2,2,2
1523,2,2,5,3,1,2,2,2,2,2
1524,1,3,5,4,1,1,2,2,2,2
1525,1,2,4,2,1,2,3,1,2,2
1526,2,2,4,3,1,2,3,3,3,3
1527,2,3,3,2,2,2,1,3,3,3
1528,2,2,5,3,1,2,2,2,2,2
1529,2,3,3,2,1,2,2,3,3,3
1530,1,2,4,3,1,1,3,3,2,3
1531,2,2,6,4,1,1,3,1,1,1
1532,1,1,3,2,1,2,3,3,3,3
1533,2,4,5,3,1,2,3,1,1,1
1534,2,2,4,4,1,2,3,4,3,3
1535,1,1,5,4,1,2,2,3,2,2
1536,1,3,6,4,1,2,2,1,1,1
1537,2,4,5,3,1,1,1,2,2,1
1538,1,3,4,2,2,2,2,2,2,2
1539,2,3,2,1,1,1,3,3,3,3
1540,1,3,6,4,1,1,3,1,1,1
1541,2,1,5,3,1,2,3,1,2,1
1542,1,3,4,3,1,2,3,3,3,3
1543,1,3,3,2,1,2,4,3,3,3
1544,2,3,3,2,1,2,2,3,3,3
1545,2,3,2,1,1,1,3,3,3,3
1546,1,1,5,3,1,1,2,2,2,2
1547,2,1,3,2,1,1,1,4,3,3
1548,1,3,5,3,1,2,2,1,2,1
1549,2,4,4,2,1,2,1,2,2,2
1550,1,2,3,2,2,2,2,3,3,3
1551,2,2,3,2,2,2,1,3,3,3
1552,2,3,4,3,1,2,4,2,2,2
1553,1,4,4,2,1,2,2,2,2,2
1554,2,4,4,2,1,2,1,2,2,2
1555,1,2,2,1,1,2,3,2,3,3
1556,2,2,4,3,1,2,3,3,3,3
1557,2,1,4,3,2,1,1,3,2,2
1558,1,3,3,2,1,2,3,2,2,3
1559,2,2,1,1,1,2,4,4,4,4
1560,1,2,2,1,1,2,4,2,3,3
1561,2,3,4,3,1,2,4,3,3,3
1562,1,2,2,1,1,2,2,3,3,3
1563,1,2,4,3,1,1,2,3,2,2
1564,1,1,5,4,1,1,1,4,2,2
1565,1,4,3,2,1,2,3,2,2,2
1566,1,3,4,3,1,1,2,4,3,3
1567,2,2,4,3,2,2,2,3,2,3
1568,1,2,4,3,1,1,4,3,3,3
1569,2,2,3,2,2,2,2,3,3,3
1570,1,3,2,1,1,1,3,3,3,3
1571,2,2,3,2,1,1,3,3,3,3
1572,2,2,4,3,1,2,4,1,2,2
1573,2,3,3,2,1,2,3,3,3,3
1574,1,2,3,3,1,2,4,3,3,3
1575,1,3,4,4,1,1,4,4,3,3
1576,2,3,5,4,1,2,1,3,2,2
1577,1,4,4,2,1,2,2,2,2,2
1578,1,4,4,3,1,2,2,3,2,2
1579,2,2,4,2,1,2,1,2,2,2
1580,2,2,3,3,1,1,3,4,3,3
1581,2,4,3,2,2,2,3,3,3,3
1582,2,4,4,3,2,1,3,2,2,2
1583,1,2,2,1,1,2,3,2,3,3
1584,2,2,2,2,1,2,3,4,4,4
1585,1,3,3,2,1,2,2,3,3,3
1586,2,1,4,3,1,2,2,3,3,3
1587,2,2,5,3,1,2,2,2,2,2
1588,2,3,4,2,2,1,1,2,2,2
1589,2,3,3,3,1,2,4,3,3,3
1590,1,3,4,3,1,1,1,4,2,3
1591,2,3,6,4,1,2,3,1,1,1
1592,1,1,4,3,2,2,4,2,2,3
1593,2,3,4,2,1,2,4,1,2,2
1594,1,1,4,4,1,2,3,4,3,3
1595,1,1,3,3,1,1,4,4,3,3
1596,2,1,2,2,2,2,4,3,3,4
1597,1,3,4,3,1,1,2,3,2,2
1598,2,3,3,2,2,2,3,2,2,3
1599,1,3,4,2,1,2,2,1,2,2
1600,2,2,5,3,1,2,2,1,1,1
1601,1,3,2,1,1,2,2,4,3,4
1602,2,1,3,2,1,2,2,4,3,3
1603,1,3,4,2,1,2,2,2,2,2
1604,2,1,4,2,1,1,2,2,2,2
1605,2,2,3,1,1,2,2,2,3,3
1606,1,2,4,2,2,2,2,2,2,2
1607,2,3,3,2,1,1,4,2,2,3
1608,1,2,3,2,1,1,3,3,3,3
1609,2,2,3,2,1,1,4,3,3,3
1610,2,2,3,2,1,2,4,2,3,3
1611,2,3,4,3,2,2,3,2,2,2
1612,1,2,3,2,1,2,4,3,3,3
1613,1,1,5,4,1,1,2,3,2,2
1614,1,2,4,3,1,1,3,2,2,2
1615,2,4,4,4,1,2,3,4,3,3
1616,1,4,6,4,1,1,3,1,1,1
1617,2,3,2,2,1,2,4,3,3,4
1618,2,3,4,2,2,2,3,1,2,2
1619,1,3,4,2,1,1,2,2,2,2
1620,2,2,4,3,1,2,2,4,3,3
1621,2,3,3,2,1,2,2,4,3,4
1622,2,2,5,3,1,2,1,2,2,1
1623,2,2,2,1,1,2,4,2,3,3
1624,2,1,3,3,1,2,4,4,3,4
1625,1,3,5,3,1,2,2,1,1,1
1626,2,3,4,3,1,2,3,3,3,3
1627,1,2,4,3,1,1,1,3,2,2
1628,1,4,4,2,2,1,2,1,2,2
1629,2,3,4,3,1,1,3,3,3,2
1630,2,3,4,2,1,2,2,2,2,2
1631,2,1,3,1,1,1,1,2,2,2
1632,2,3,4,3,1,1,1,3,2,2
1633,2,2,3,3,1,2,4,3,3,3
1634,2,2,3,2,1,2,2,3,3,3
1635,2,2,4,3,1,1,3,3,2,3
1636,2,3,3,1,1,2,2,1,2,2
1637,1,2,4,2,1,2,2,2,2,2
1638,2,2,4,2,1,1,2,2,2,2
1639,1,3,4,3,1,2,3,2,2,2
1640,2,4,3,2,1,2,2,3,3,3
1641,1,2,4,3,1,2,2,2,2,2
1642,1,1,5,4,1,2,3,3,2,2
1643,2,1,3,2,1,2,1,3,3,3
1644,1,4,5,4,1,2,3,2,2,2
1645,1,3,5,4,1,2,4,1,2,2
1646,2,3,4,2,1,2,1,2,2,2
1647,2,2,5,3,1,2,2,2,2,2
1648,2,3,2,1,1,2,3,3,3,3
1649,2,2,4,3,1,2,4,2,2,2
1650,1,2,1,1,1,2,4,4,4,4
1651,2,2,4,2,1,1,2,2,2,2
1652,2,2,3,2,1,1,1,3,2,2
1653,2,3,5,4,2,2,2,3,2,2
1654,1,2,5,3,1,1,2,1,2,1
1655,1,2,6,4,1,2,3,1,1,1
1656,2,2,5,4,1,2,1,4,3,3
1657,1,3,5,3,1,2,2,2,2,1
1658,2,4,4,3,1,2,3,2,2,2
1659,2,3,4,2,1,1,2,1,2,1
1660,2,4,5,3,1,2,1,2,2,1
1661,2,2,2,2,1,2,3,4,3,4
1662,1,4,4,3,1,2,2,2,2,2
1663,2,3,3,2,1,2,3,3,3,3
1664,2,4,3,2,1,2,1,3,3,3
1665,1,3,4,3,1,1,3,3,2,3
1666,2,2,2,1,1,2,3,2,3,3
1667,2,2,2,1,1,2,3,3,3,3
1668,1,4,4,3,1,2,3,3,3,2
1669,2,3,5,4,1,2,2,2,2,2
1670,1,1,3,2,1,1,4,2,2,3
1671,2,3,3,2,1,2,4,2,3,3
1672,2,3,3,2,1,1,2,3,3,3
1673,2,3,5,4,1,1,3,2,2,2
1674,1,3,5,3,1,2,3,1,2,1
1675,2,2,1,1,1,2,3,4,4,4
1676,1,2,5,4,1,2,4,2,2,2
1677,1,3,4,3,1,1,3,3,2,3
1678,1,4,5,4,1,2,3,3,2,2
1679,2,3,3,2,1,2,3,2,3,3
1680,1,3,3,2,1,2,2,3,3,3
1681,1,2,2,2,1,2,3,4,4,4
1682,2,4,3,1,1,2,1,2,2,2
1683,2,3,4,2,2,2,2,2,2,2
1684,2,1,4,2,1,2,2,2,2,2
1685,1,3,3,2,1,2,2,3,3,3
1686,1,2,4,2,1,2,3,1,2,2
1687,2,3,4,2,1,2,2,2,2,2
1688,1,3,5,3,1,2,2,1,1,1
1689,1,1,4,3,1,2,2,4,3,3
1690,2,1,4,2,1,2,1,2,2,2
1691,1,3,4,2,1,1,2,2,2,2
1692,1,2,5,4,1,1,3,2,2,2
1693,2,2,2,1,1,1,4,2,3,3
1694,2,3,5,3,1,2,2,2,2,2
1695,1,4,2,1,1,2,2,3,3,3
1696,2,1,4,3,1,2,3,2,2,2
1697,2,2,4,3,1,1,4,1,2,2
1698,1,3,5,4,1,2,2,3,2,2
1699,1,2,4,3,1,2,2,2,2,2
1700,1,2,4,2,1,2,3,1,2,2
1701,2,2,4,3,1,2,4,2,2,2
1702,2,4,6,4,1,1,1,2,1,1
1703,2,3,3,1,1,2,2,2,2,2
1704,1,3,5,4,1,2,1,3,2,2
1705,1,2,4,2,1,2,2,1,2,2
1706,2,4,4,2,1,1,2,1,2,2
1707,2,2,3,2,1,2,2,2,2,3
1708,2,2,5,3,1,2,1,3,2,2
1709,1,2,5,3,1,1,2,1,2,1
1710,1,2,4,3,1,2,4,1,2,2
1711,1,2,4,4,1,2,4,4,3,3
1712,2,4,4,4,1,2,2,4,3,3
1713,2,3,4,2,1,1,1,2,2,2
1714,1,3,3,2,1,2,4,2,2,3
1715,1,4,4,2,1,2,4,1,2,2
1716,2,2,4,3,1,2,2,3,2,2
1717,1,2,5,4,1,2,4,2,2,2
1718,1,3,4,2,1,2,2,2,2,2
1719,2,2,4,3,1,1,4,1,2,2
1720,1,2,3,3,2,2,4,3,3,3
1721,1,2,5,3,2,1,1,2,2,1
1722,1,4,3,2,1,1,3,3,3,3
1723,2,2,4,3,2,2,2,3,2,2
1724,2,3,4,3,1,2,2,3,2,2
1725,1,2,3,2,1,1,3,2,3,3
1726,1,3,3,3,1,2,4,3,3,3
1727,1,1,3,2,1,2,4,2,3,3
1728,2,1,2,1,1,1,4,2,3,3
1729,2,3,4,2,1,1,2,2,2,2
1730,2,2,6,4,1,1,2,2,2,1
1731,2,2,3,2,1,2,3,3,3,3
1732,2,3,5,4,1,2,3,3,2,2
1733,2,4,2,1,1,1,3,3,3,3
1734,2,3,2,1,1,2,3,2,3,3
1735,2,4,4,2,1,2,3,1,2,2
1736,2,3,4,3,1,1,4,3,3,3
1737,1,2,3,2,1,1,2,3,3,3
1738,2,2,5,3,1,2,3,1,2,1
1739,2,3,5,4,1,1,1,3,2,2
1740,2,3,4,3,1,2,2,3,2,2
1741,2,2,3,2,1,2,3,4,3,3
1742,1,2,2,1,1,2,2,3,3,3
1743,1,3,3,3,2,1,2,4,3,3
1744,1,2,4,3,1,2,1,3,2,2
1745,2,3,3,2,1,2,2,4,3,3
1746,2,3,3,2,1,1,1,3,3,2
1747,2,1,6,4,1,2,1,2,1,1
1748,1,4,4,4,1,2,3,3,3,2
1749,1,2,2,1,1,2,2,3,3,3
1750,2,2,3,2,1,2,1,4,3,3
1751,2,2,2,1,1,1,2,3,3,3
1752,2,2,4,2,2,1,2,2,2,2
1753,2,2,4,3,1,2,2,3,2,2
1754,2,1,4,3,1,2,3,2,2,2
1755,2,2,5,3,2,2,3,1,2,2
1756,2,2,5,4,1,2,2,3,2,2
1757,2,1,3,2,1,2,3,2,3,3
1758,1,2,3,2,1,2,3,3,3,3
1759,1,1,4,2,1,2,2,2,2,2
1760,2,4,4,3,1,2,2,3,2,2
1761,1,3,4,2,1,1,2,2,2,2
1762,1,4,4,2,1,2,1,2,2,2
1763,1,4,6,4,1,1,3,1,1,1
1764,1,1,4,3,1,2,3,3,2,3
1765,1,3,4,2,2,2,2,2,2,2
1766,2,3,3,2,1,1,3,3,3,3
1767,2,4,3,3,1,2,3,4,3,3
1768,2,2,4,3,1,2,1,3,2,2
1769,2,3,3,3,1,2,3,4,3,3
1770,2,3,6,4,1,2,1,1,1,1
1771,2,3,5,3,1,2,3,1,2,1
1772,1,4,3,2,1,1,4,3,3,3
1773,1,4,3,3,1,1,4,3,3,3
1774,2,2,4,3,1,2,4,2,2,2
1775,2,1,3,3,1,2,4,4,3,4
1776,2,3,5,4,1,1,3,2,2,2
1777,2,3,4,3,1,2,3,2,2,2
1778,2,3,5,4,1,1,1,4,2,2
1779,2,3,5,4,2,2,3,3,2,2
1780,2,3,4,2,1,2,2,1,2,2
1781,1,3,4,3,1,2,2,3,2,2
1782,2,2,5,4,1,2,3,2,2,2
1783,2,2,3,2,1,2,1,3,3,3
1784,2,2,2,2,1,2,3,4,3,4
1785,2,2,3,2,1,2,3,2,2,3
1786,2,4,5,3,1,1,2,2,2,2
1787,2,3,4,2,1,1,2,2,2,2
1788,1,3,3,2,1,2,2,2,3,3
1789,1,2,3,2,1,2,2,3,3,3
1790,2,2,5,3,1,2,1,2,2,2
1791,2,3,5,4,1,2,3,3,2,2
1792,1,2,4,2,1,2,2,2,2,2
1793,2,3,4,3,2,1,3,2,2,2
1794,2,2,6,4,1,2,2,2,2,1
1795,2,3,4,2,1,2,1,1,2,1
1796,2,3,3,2,1,2,3,2,2,3
1797,2,1,4,3,1,1,2,4,3,3
1798,1,1,5,3,1,2,1,2,2,2
1799,2,2,2,1,1,2,2,4,3,4
1800,1,4,2,1,1,2,3,3,3,4
1801,1,4,4,2,1,2,3,1,2,2
1802,2,2,4,3,2,1,2,2,2,2
1803,1,1,6,4,1,2,1,2,1,1
1804,1,2,4,2,1,1,1,2,2,2
1805,1,2,3,2,1,2,1,3,3,3
1806,1,3,4,3,1,1,4,2,2,2
1807,2,1,5,4,1,2,1,3,2,2
1808,1,3,3,2,1,2,1,4,3,3
1809,1,3,4,3,2,1,3,3,3,2
1810,2,2,3,2,1,2,3,3,3,3
1811,2,2,3,3,1,1,4,3,3,3
1812,2,3,3,2,1,2,3,2,2,3
1813,2,2,4,3,1,2,2,3,3,2
1814,2,1,4,3,1,2,3,2,2,2
1815,2,4,3,3,1,2,4,3,3,3
1816,1,2,5,3,1,1,2,1,1,1
1817,2,1,3,1,2,2,1,2,2,2
1818,2,3,2,1,1,2,4,2,3,3
1819,1,2,2,2,2,1,4,3,3,3
1820,2,2,4,2,1,2,2,1,2,2
1821,2,3,4,3,1,1,2,4,3,3
1822,2,3,2,2,1,2,4,4,3,4
1823,1,2,4,3,1,2,1,3,2,2
1824,1,3,2,1,1,1,2,3,3,3
1825,2,3,3,3,1,2,3,4,3,3
1826,2,2,3,2,1,2,4,3,3,3
1827,1,2,2,1,1,2,3,2,3,3
1828,2,3,5,4,1,2,2,2,2,2
1829,1,2,3,2,1,1,3,2,3,2
1830,1,1,2,1,1,1,2,3,3,3
1831,1,3,2,2,1,1,3,4,3,4
1832,1,3,5,3,1,1,2,2,2,2
1833,2,2,5,3,1,2,2,2,2,2
1834,2,2,3,2,1,2,3,3,3,3
1835,1,2,4,2,1,1,2,2,2,2
1836,2,4,4,2,2,1,4,1,2,2
1837,1,3,2,2,1,2,3,4,3,4
1838,1,2,3,2,1,1,2,3,3,3
1839,2,3,5,4,1,2,4,1,2,2
1840,1,2,4,2,1,2,2,2,2,2
1841,1,4,4,3,1,2,3,3,3,2
1842,1,2,5,4,1,2,2,3,2,2
1843,1,2,3,1,2,2,3,2,2,3
1844,1,2,3,2,1,2,2,3,3,3
1845,2,2,4,2,1,1,3,1,2,2
1846,1,3,4,2,1,2,3,1,2,2
1847,2,3,3,3,1,1,4,3,3,3
1848,1,1,2,2,1,2,4,3,3,4
1849,1,3,3,2,1,1,2,3,3,3
1850,2,3,3,1,1,2,2,2,3,3
1851,2,2,4,2,2,1,2,2,2,2
1852,2,3,3,2,1,2,2,4,3,3
1853,2,2,5,3,1,2,2,2,2,2
1854,1,3,2,2,1,2,4,4,4,4
1855,2,4,3,3,1,2,3,4,3,3
1856,2,2,4,3,1,2,3,2,2,2
1857,1,2,4,2,1,2,2,1,2,2
1858,1,4,2,1,1,1,4,2,3,3
1859,1,3,2,1,1,1,4,2,3,3
